URL link,Website,Title,Date
https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LmZiY25ld3MuY29tLmZqL3dvcmxkL3dvcmxkLWVjb25vbXktZmFjaW5nLWRlbGljYXRlLW1vbWVudC1pbWYtc2F5cy_SAQA?oc=5,FBC News,"World economy facing delicate moment, IMF says",4/10/2019
https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2Jvb21lcnMtYnVzdC0xLjUwODg4MzbSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNTA4ODgzNg?oc=5,CBC.ca,How to prepare the economy for the baby boom bust: Don Pittis,4/15/2019
https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LnBoaWxzdGFyLmNvbS9idXNpbmVzcy8yMDE5LzA0LzEwLzE5MDg2MjYvZWNvbm9taWMtcmVoYWJpbGl0YXRpb24tYWZ0ZXItd29ybGQtd2FyLWlpLXBoaWxpcHBpbmUtcmVwdWJsaWMtaW5mYW5jedIBgAFodHRwczovL3d3dy5waGlsc3Rhci5jb20vYnVzaW5lc3MvMjAxOS8wNC8xMC8xOTA4NjI2L2Vjb25vbWljLXJlaGFiaWxpdGF0aW9uLWFmdGVyLXdvcmxkLXdhci1paS1waGlsaXBwaW5lLXJlcHVibGljLWluZmFuY3kvYW1wLw?oc=5,Philstar.com,â€˜Economic rehabilitation after World War II â€” Philippine republic in infancyâ€™,4/10/2019
https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hcnRpY2xlL3B0aS1zdG9yaWVzL2phcGFuLXMtZW1wZXJvci10by1zdGVwLWRvd24taW4tMjAwLXllYXItZmlyc3QtMTE5MDQzMDAwMDYzXzEuaHRtbNIBfGh0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hbXAvYXJ0aWNsZS9wdGktc3Rvcmllcy9qYXBhbi1zLWVtcGVyb3ItdG8tc3RlcC1kb3duLWluLTIwMC15ZWFyLWZpcnN0LTExOTA0MzAwMDA2M18xLmh0bWw?oc=5,Business Standard,Japan's Emperor to abdicate throne for the first time in 2 centuries today,4/30/2019
https://news.google.com/rss/articles/CBMihgFodHRwczovL2V1cm9wZWFuc3RpbmcuY29tLzIwMTkvMDQvMTYvZnVydGhlci1yZWZvcm1zLWluLWphcGFuLW5lZWRlZC10by1tZWV0LXRoZS1jaGFsbGVuZ2VzLW9mLXBvcHVsYXRpb24tYWdlaW5nLWFuZC1oaWdoLXB1YmxpYy1kZWJ0L9IBAA?oc=5,europeansting.comFurther ...,"News & Insights on European Politics, Economy, Foreign Affairs, Business & Technology",4/16/2019
https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vd3d3LmFzYWhpLmNvbS9hancvYXJ0aWNsZXMvMTMwNTQ4MzPSAQA?oc=5,The Asahi Shimbun,"For India's prime minister, symbolism is political strategy | The Asahi Shimbun: Breaking News, Japan News and Analysis",4/7/2019
https://news.google.com/rss/articles/CBMijwFodHRwczovL3d3dy5uaXBwb24uY29tL2VuL2luLWRlcHRoL2QwMDQ4MS9pbmVxdWFsaXR5LWluLXRoZS1oYWxscy1vZi1wb3dlci1sZWdhbC1leHBlcnQtbWl1cmEtbWFyaS1leGFtaW5lcy1qYXBhbiVFMiU4MCU5OXMtbmV3LXBhcml0eS1sYXcuaHRtbNIBAA?oc=5,Nippon.com,Inequality in the Halls of Power: Legal Expert Miura Mari Examines Japan's New Parity Law,4/18/2019
https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDE5LzQvMzAvamFwYW4tcmluZ3MtaW4tbmV3LWVyYS1hcy1uYXJ1aGl0by1iZWNvbWVzLWVtcGVyb3LSAV9odHRwczovL3d3dy5hbGphemVlcmEuY29tL2FtcC9uZXdzLzIwMTkvNC8zMC9qYXBhbi1yaW5ncy1pbi1uZXctZXJhLWFzLW5hcnVoaXRvLWJlY29tZXMtZW1wZXJvcg?oc=5,Al Jazeera English,Japan rings in new era as Naruhito becomes emperor,4/30/2019
https://news.google.com/rss/articles/CBMiIWh0dHBzOi8vd3d3LmRhd24uY29tL25ld3MvMTQ3NDY1M9IBJWh0dHBzOi8vd3d3LmRhd24uY29tL25ld3MvYW1wLzE0NzQ2NTM?oc=5,DAWN.com,Japan to deepen political dialogue with Pakistan: envoy,4/8/2019
https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmphcGFudGltZXMuY28uanAvbmV3cy8yMDE5LzA0LzI1L25hdGlvbmFsL3BvbGl0aWNzLWRpcGxvbWFjeS9qdW5pY2hpcm8ta29penVtaS1tYXZlcmljay1yZWZvcm1lci1sZWZ0LWphcGFuLXNob29rL9IBAA?oc=5,The Japan Times,Junichiro Koizumi: Maverick reformer left Japan all shook up,4/25/2019
https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1hc2lhLTQ4MDIwNzAz0gEwaHR0cHM6Ly93d3cuYmJjLmNvbS9uZXdzL3dvcmxkLWFzaWEtNDgwMjA3MDMuYW1w?oc=5,BBC.com,Emperor Akihito: Japanese monarch declares historic abdication,4/30/2019
https://news.google.com/rss/articles/CBMiamh0dHBzOi8vbW9kZXJuZGlwbG9tYWN5LmV1LzIwMTkvMDQvMzAvamFwYW4td2lsbC1yZWl3YS1iZS1oYXJtb25pb3VzLWFuZC1wZWFjZWZ1bC1hcy1pdC1pcy1zdXBwb3NlZC10by1iZS_SAQA?oc=5,Modern Diplomacy,Japan: Will Reiwa be harmonious and peaceful as it is supposed to be?,4/30/2019
https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmNubi5jb20vMjAxOS8wNC8yNy9hc2lhL2phcGFuLWZlbWFsZS1ydWxlcnMtYWtpaGl0by1hYmRpY2F0aW9uLWludGwvaW5kZXguaHRtbNIBU2h0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMTkvMDQvMjcvYXNpYS9qYXBhbi1mZW1hbGUtcnVsZXJzLWFraWhpdG8tYWJkaWNhdGlvbi1pbnRs?oc=5,CNN,"Centuries ago, women ruled Japan. What changed?",4/28/2019
https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vbWFpbmljaGkuanAvZW5nbGlzaC9hcnRpY2xlcy8yMDE5MDQyMi9wMmEvMDBtLzBuYS8wMTEwMDBj0gEA?oc=5,The Mainichi,Sparkly new Boeing 777s set to wing Japanese officialdom around the globe,4/22/2019
https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS90dXJraXNoLWxpcmEtZXh0ZW5kcy1zbGlkZS1hbWlkLXBvbGl0aWNhbC11bmNlcnRhaW50eS0yMDE5LTA0LTA40gFmaHR0cHM6Ly93d3cubWFya2V0d2F0Y2guY29tL2FtcC9zdG9yeS90dXJraXNoLWxpcmEtZXh0ZW5kcy1zbGlkZS1hbWlkLXBvbGl0aWNhbC11bmNlcnRhaW50eS0yMDE5LTA0LTA4?oc=5,MarketWatch,Turkish lira extends slide amid political uncertainty,4/8/2019
https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDE5LzQvMzAvamFwYW4tZW1wZXJvci1ha2loaXRvcy1hYmRpY2F0aW9uLXdoYXQteW91LW5lZWQtdG8ta25vd9IBZGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vYW1wL25ld3MvMjAxOS80LzMwL2phcGFuLWVtcGVyb3ItYWtpaGl0b3MtYWJkaWNhdGlvbi13aGF0LXlvdS1uZWVkLXRvLWtub3c?oc=5,Al Jazeera English,Japan Emperor Akihitoâ€™s abdication: What you need to know,4/30/2019
https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmphcGFudGltZXMuY28uanAvbmV3cy8yMDE5LzA0LzEyL25hdGlvbmFsL2xhY2stbW9uZXktYmVoaW5kLWphcGFucy1kcm91Z2h0LXBvbGl0aWNhbC1jYW5kaWRhdGVzL9IBAA?oc=5,The Japan Times,Is a lack of money behind Japan's drought of local political candidates?,4/12/2019
https://news.google.com/rss/articles/CBMiNGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1hc2lhLXBhY2lmaWMtMTUyNzg2MTLSAThodHRwczovL3d3dy5iYmMuY29tL25ld3Mvd29ybGQtYXNpYS1wYWNpZmljLTE1Mjc4NjEyLmFtcA?oc=5,Timeline,North Korea profile,4/26/2019
https://news.google.com/rss/articles/CBMimAFodHRwczovL3d3dy5qYXBhbnRpbWVzLmNvLmpwL25ld3MvMjAxOS8wNC8yMi9uYXRpb25hbC9wb2xpdGljcy1kaXBsb21hY3kvYWJlLWxpa2VseS11c2Utc2hvd21hbnNoaXAtZGlzdHJhY3QtamFwYW5lc2UtcHVibGljLWVsZWN0aW9uLXJvdXRzLWV4cGVydHMtc2F5L9IBAA?oc=5,The Japan Times,"Abe likely to use upcoming big events to distract Japanese public from election routs, experts say",4/22/2019
https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDE5LzQvMTgvdXMtd2hhdC1kb2VzLXRoZS1yZWRhY3RlZC1tdWVsbGVyLXJlcG9ydC1zYXnSAVlodHRwczovL3d3dy5hbGphemVlcmEuY29tL2FtcC9uZXdzLzIwMTkvNC8xOC91cy13aGF0LWRvZXMtdGhlLXJlZGFjdGVkLW11ZWxsZXItcmVwb3J0LXNheQ?oc=5,Al Jazeera English,US: What does the redacted Mueller report say?,4/18/2019
https://news.google.com/rss/articles/CBMinQFodHRwczovL3d3dy5qYXBhbnRpbWVzLmNvLmpwL25ld3MvMjAxOS8wNC8wMi9uYXRpb25hbC9wb2xpdGljcy1kaXBsb21hY3kvd2hhdHMtbmFtZS1yZWl3YS1yZWZsZWN0cy10b2RheXMtcG9saXRpY3MtamFwYW5zLWN1bHR1cmFsLWhpc3Rvcnktc29jaWFsLXBoaWxvc29waHkv0gEA?oc=5,The Japan Times,"What's in a name? Reiwa reflects today's politics, Japan's cultural history and a social philosophy",4/2/2019
https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmphcGFudGltZXMuY28uanAvb3Bpbmlvbi8yMDE5LzA0LzI1L2NvbW1lbnRhcnkvamFwYW4tY29tbWVudGFyeS9uZXctZXJhLWRhd25pbmctd29tZW4tcG9saXRpY3Mv0gEA?oc=5,The Japan Times,Is a new era dawning for women in politics?,4/25/2019
https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmphcGFudGltZXMuY28uanAvbmV3cy8yMDE5LzA0LzI0L2FzaWEtcGFjaWZpYy9yb2hpbmd5YS1jYW1wcy1iYW5nbGFkZXNoLXNwYXduLW5ldy1jaXZpbC1zb2NpZXR5LXBvbGl0aWNhbC12aW9sZW5jZS_SAQA?oc=5,The Japan Times,Rohingya camps in Bangladesh spawn a new civil society â€” and political violence,4/24/2019
https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy51cGkuY29tL1RvcF9OZXdzL1dvcmxkLU5ld3MvMjAxOS8wNC8xOC9KYXBhbi1mYXItcmlnaHQtcGFydHktY2FsbHMtZm9yLWVuZC10by1kaXBsb21hdGljLXRpZXMtd2l0aC1Tb3V0aC1Lb3JlYS82NTExNTU1NjAwNDQ3L9IBjQFodHRwczovL3d3dy51cGkuY29tL2FtcC9Ub3BfTmV3cy9Xb3JsZC1OZXdzLzIwMTkvMDQvMTgvSmFwYW4tZmFyLXJpZ2h0LXBhcnR5LWNhbGxzLWZvci1lbmQtdG8tZGlwbG9tYXRpYy10aWVzLXdpdGgtU291dGgtS29yZWEvNjUxMTU1NTYwMDQ0Ny8?oc=5,UPI News,Japan far-right party calls for end to diplomatic ties with South Korea,4/18/2019
https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vbmV3cy51c25pLm9yZy8yMDE5LzA0LzIyL3BvbGl0aWNhbC1lbmQtdG8tYWZnaGFuLXdhci1pcy1yaXNredIBAA?oc=5,USNI News,Panel: Political End to Afghan War is Risky but Necessary,4/22/2019
https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vbWFpbmljaGkuanAvZW5nbGlzaC9hcnRpY2xlcy8yMDE5MDQxOS9wMmEvMDBtLzBuYS8wMTYwMDBj0gEA?oc=5,The Mainichi,Japan seeks civilian use of US Yokota Air Base for Tokyo 2020 Games,4/19/2019
https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vd3d3My5uaGsub3IuanAvbmhrd29ybGQvZW4vbmV3cy9iYWNrc3Rvcmllcy80NDAv0gEA?oc=5,NHK WORLD,Where is the UK now on Brexit? | NHK WORLD-JAPAN News,4/18/2019
https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2QwMTc2Mjk0ZmMxOTQ4OGZhOWEyOWRhNDJlM2QwZTU10gEA?oc=5,The Associated Press,Japan's new emperor Naruhito: A cosmopolitan team player,4/24/2019
https://news.google.com/rss/articles/CBMipAFodHRwczovL3d3dy5qYXBhbnRpbWVzLmNvLmpwL25ld3MvMjAxOS8wNC8yNy9idXNpbmVzcy9lY29ub215LWJ1c2luZXNzL3dlYWstc291dGgta29yZWFuLWVjb25vbXktY29vbGluZy1ub3J0aC1rb3JlYS10aWVzLXRocmVhdGVuaW5nLW1vb24tamFlLWlucy1wb2xpdGljYWwtZnV0dXJlL9IBAA?oc=5,The Japan Times,Weak South Korean economy and cooling North Korea ties threatening Moon Jae-in's political future,4/27/2019
https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LmtlcmFuZXdzLm9yZy8yMDE5LTA0LTMwL2VtcGVyb3ItYWtpaGl0by1qYXBhbnMtc3VycHJpc2luZy1wYWNpZmlzdC1zdGVwcy1kb3duLWFmdGVyLTMwLXllYXJz0gEA?oc=5,KERA News,"Emperor Akihito, Japan's 'Surprising Pacifist,' Steps Down After 30 Years",4/30/2019
https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vbWFpbmljaGkuanAvZW5nbGlzaC9hcnRpY2xlcy8yMDE5MDQwMi9wMmEvMDBtLzBuYS8wMDMwMDBj0gEA?oc=5,The Mainichi,5 other candidates in era name shortlist revealed,4/2/2019
https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5qYXBhbnRpbWVzLmNvLmpwL25ld3MvMjAxOS8wNC8xOC93b3JsZC9wb2xpdGljcy1kaXBsb21hY3ktd29ybGQvYWxhbi1nYXJjaWEtZm9ybWVyLXBlcnUtcHJlc2lkZW50LXRvdXRlZC1jb3VudHJ5cy1qZmstYnJvdWdodC1ndW4v0gEA?oc=5,The Japan Times,"Life of Alan Garcia, former Peru president once touted as the country's JFK, cut short by his own gun",4/18/2019
https://news.google.com/rss/articles/CBMiKWh0dHBzOi8vd3d3LmNic25ld3MuY29tL3RlYW0vanVkeS10eWdhcmQv0gEtaHR0cHM6Ly93d3cuY2JzbmV3cy5jb20vYW1wL3RlYW0vanVkeS10eWdhcmQv?oc=5,CBS News,Judy Tygard,4/10/2019
https://news.google.com/rss/articles/CBMiiwFodHRwczovL3d3dy5qYXBhbnRpbWVzLmNvLmpwL25ld3MvMjAxOS8wNC8wMy93b3JsZC9wb2xpdGljcy1kaXBsb21hY3ktd29ybGQvYWlsaW5nLWFsZ2VyaWFuLXByZXNpZGVudC1ib3V0ZWZsaWthLXJlc2lnbnMtcHJlc3N1cmUtbWlsaXRhcnkv0gEA?oc=5,The Japan Times,"Ailing Algerian President Bouteflika, once a hero, resigns under pressure",4/3/2019
https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmphcGFudGltZXMuY28uanAvbmV3cy8yMDE5LzA0LzAxL25hdGlvbmFsL2xvb2stcmVpd2EtcGlja2VkLWtlcHQtd3JhcHMv0gEA?oc=5,The Japan Times,"Top secret: A look at how Japan's new era name, Reiwa, was picked and kept under wraps",4/1/2019
https://news.google.com/rss/articles/CBMigwFodHRwczovL2VuZ2xpc2gua3lvZG9uZXdzLm5ldC9uZXdzLzIwMTkvMDQvZjVhYjk3YWVlOTE4LWZvY3VzLWhlaXNlaS10by1iZS1yZW1lbWJlcmVkLWFzLXBlcmlvZC1vZi1wZWFjZS1kaXNhc3RlcnMtd2VhbHRoLWdhcHMuaHRtbNIBAA?oc=5,Kyodo News Plus,"Heisei to be remembered as period of peace, disasters, wealth gaps",4/24/2019
https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vbWFpbmljaGkuanAvZW5nbGlzaC9hcnRpY2xlcy8yMDE5MDQwNS9wMmEvMDBtLzBzcC8wMDYwMDBj0gEA?oc=5,The Mainichi,Ichiro declines Japan gov't People's Honor Award offer for 3rd time,4/5/2019
https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmphcGFudGltZXMuY28uanAvbmV3cy8yMDE5LzA0LzI5L25hdGlvbmFsL2VtcGVyb3ItYWtpaGl0by11bmlmeWluZy1maWd1cmUtY2FydmVkLXJvbGUtamFwYW5zLXN5bWJvbC1zdGF0ZS_SAQA?oc=5,The Japan Times,Emperor Akihito: A unifying figure who carved out a role as Japan's 'symbol of the state',4/29/2019
https://news.google.com/rss/articles/CBMilwFodHRwczovL3d3dy5qYXBhbnRpbWVzLmNvLmpwL25ld3MvMjAxOS8wNC8xNy9hc2lhLXBhY2lmaWMvcG9saXRpY3MtZGlwbG9tYWN5LWFzaWEtcGFjaWZpYy93b3JsZHMtYmlnZ2VzdC1zaW5nbGUtZGF5LWVsZWN0aW9uLWluZG9uZXNpYS12b3Rlcy1wcmVzaWRlbnQv0gEA?oc=5,The Japan Times,Indonesia's Joko 'Jokowi' Widodo on track to win presidency: pollsters,4/17/2019
https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDE5LTA0LTI5L2phcGFuLWVtcGVyb3ItYWtpaGl0by1hYmRpY2F0aW9u0gEA?oc=5,Bloomberg,Japan Emperor Akihito to Abdicate,4/29/2019
https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vamFwYW4tZW1wZXJvci1uYXJ1aGl0by1ldmVyeXRoaW5nLXRvLWtub3ctYWJvdXQtaGltLTIwMTktNNIBXmh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vamFwYW4tZW1wZXJvci1uYXJ1aGl0by1ldmVyeXRoaW5nLXRvLWtub3ctYWJvdXQtaGltLTIwMTktND9hbXA?oc=5,Business Insider,Everything to know about Japan's new Emperor Naruhito,4/30/2019
https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmNwci5vcmcvMjAxOS8wNC8xMS9kZW52ZXJzLWJpZy0zLWxvYmJ5aXN0cy1oYXZlLWRlZXAtcmVsYXRpb25zaGlwcy13aXRoLWNpdHktZ292ZXJubWVudC1hbmQtbWF5b3ItbWljaGFlbC1oYW5jb2NrL9IBAA?oc=5,Colorado Public Radio,Denver's Big 3 Lobbyists Have Deep Relationships With City Government And Mayor Michael Hancock,4/11/2019
https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmN0dm5ld3MuY2EvcG9saXRpY3MvY2FuYWRhLWpvaW5zLW5ldy1nZXJtYW4tZnJhbmNlLWFsbGlhbmNlLXRoYXQtZG9lc24tdC1pbmNsdWRlLXUtcy0xLjQzODAzNTbSAUJodHRwczovL2JldGEuY3R2bmV3cy5jYS9uYXRpb25hbC9wb2xpdGljcy8yMDE5LzQvMTUvMV80MzgwMzU2Lmh0bWw?oc=5,CTV News,Canada joins new German-France 'alliance' that doesn't include U.S.,4/15/2019
https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3Lm5ld3NwYXBlcnMuY29tL3RvcGljcy93b3JsZC13YXIyL2JhdHRsZS1vZi10aGUtcGhpbGlwcGluZS1zZWEv0gEA?oc=5,Topics on Newspapers.com,Battle of the Philippine Sea,4/17/2019
https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LmN0dm5ld3MuY2Evd29ybGQvamFwYW5lc2UtYWlyLWZvcmNlLXN0ZWFsdGgtZmlnaHRlci1qZXQtY3Jhc2hlcy1pbi1wYWNpZmljLW9jZWFuLTEuNDM3MzI1NtIBPmh0dHBzOi8vYmV0YS5jdHZuZXdzLmNhL25hdGlvbmFsL3dvcmxkLzIwMTkvNC85LzFfNDM3MzI1Ni5odG1s?oc=5,CTV News,Japanese air force stealth fighter jet crashes in Pacific Ocean,4/9/2019
https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL2FydHMtZW50ZXJ0YWlubWVudC9maWxtcy9uZXdzL2ppbS1jYXJyZXktYWxlc3NhbmRyYS1tdXNzb2xpbmktdHdpdHRlci1mYXNjaXNtLWl0YWx5LWE4ODQ4NjMxLmh0bWzSAQA?oc=5,The Independent,Mussolini's granddaughter lashes out at Jim Carrey over political sketch,4/1/2019
https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmN0dm5ld3MuY2Evd29ybGQvb24tMXN0LWRheS1hcy1qYXBhbi1zLWVtcGVyb3ItbmFydWhpdG8tdm93cy10by1wdXJzdWUtcGVhY2UtMS40NDAyNjA40gE_aHR0cHM6Ly9iZXRhLmN0dm5ld3MuY2EvbmF0aW9uYWwvd29ybGQvMjAxOS80LzMwLzFfNDQwMjYwOC5odG1s?oc=5,CTV News,"On 1st day as Japan's emperor, Naruhito vows to pursue peace",4/30/2019
https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vd3d3LnRoZW5ld3MuY29tLnBrL3Rucy9kZXRhaWwvNTY3NjQ3LXdpbGwtZ2V00gEuaHR0cHM6Ly93d3cudGhlbmV3cy5jb20ucGsvYW1wLzU2NzY0Ny13aWxsLWdldA?oc=5,The News International,When will we get there?,4/21/2019
https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL3NhbmEtZmFjaW5nLWJhY2tsYXNoLWtvcmVhbi1uZXRpemVucy1yZWNlbnQtaW5zdGFncmFtLXBvc3Qv0gEA?oc=5,Koreaboo,Sana Is Facing Criticism From Korean Right-Wingers Over An Instagram Post,4/30/2019
https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmFzaWFuY29tbXVuaXR5bmV3cy5jb20vZm91ci1tZW4taW5jbHVkaW5nLWphcGFuZXNlLWFycmVzdGVkLWZvci1zbXVnZ2xpbmctZ29sZC1mb3JleC1hdC1uZXctZGVsaGktYWlycG9ydC_SAQA?oc=5,Asian Community News Networks,"Four men including Japanese arrested for smuggling gold, forex at New Delhi airport",5/22/2019
https://news.google.com/rss/articles/CBMikwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9pbnRlcm5hdGlvbmFsL3dvcmxkLW5ld3MvamFwYW4tdGVzdHMtd29ybGRzLWZhc3Rlc3QtYnVsbGV0LXRyYWluL3RvLXN0YXJ0LW9wZXJhdGlvbi1pbi0yMDIwL3NsaWRlc2hvdy82OTQ5NjIzOS5jbXPSAQA?oc=5,To start operation in 2020,Japan tests world's fastest bullet train,5/25/2019
https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3LmRhaWx5ZnguY29tL2VkdWNhdGlvbi9maW5kLXlvdXItdHJhZGluZy1zdHlsZS90cmFkaW5nLWNoZWNrbGlzdC5odG1s0gEA?oc=5,DailyFX,7 Step Trading Checklist Before Entering Any Trade,5/1/2019
https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmludmVzdG9wZWRpYS5jb20vamFwYW4tZXRmcy1wb2lzZWQtZm9yLXBvc3NpYmxlLXRydW1wLXRyYWRlLWRlYWwtNDY4ODY1ONIBAA?oc=5,Investopedia,Japan ETFs Poised for Possible Trump Trade Deal,5/28/2019
https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvaWRVU0tDTjFTTTBYSi_SAQA?oc=5,Reuters,"EU fines Barclays, Citi, JP Morgan, MUFG and RBS $1.2 billion for FX rigging",5/16/2019
https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTkvMDUvMTMvZm9yZXgtbWFya2V0LXVzLWNoaW5hLXRyYWRlLXdhci1nMjAtc3VtbWl0LWluLWZvY3VzLmh0bWzSAVxodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAxOS8wNS8xMy9mb3JleC1tYXJrZXQtdXMtY2hpbmEtdHJhZGUtd2FyLWcyMC1zdW1taXQtaW4tZm9jdXMuaHRtbA?oc=5,CNBC,Yuan weakest since December as China adds tariffs,5/12/2019
https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvZ3JlYXRzcGVjdWxhdGlvbnMvMjAxOS8wNS8yMC95ZXMtZ29sZC1pcy1iZWluZy1tYW5pcHVsYXRlZC1idXQtdG8td2hhdC1leHRlbnQv0gEA?oc=5,Forbes,"Yes, Gold Is Being Manipulated. But To What Extent?",5/20/2019
https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LmFjdGlvbmZvcmV4LmNvbS9hcnRpY2xlcy9mb3JleC10cmFkaW5nLzE5NTMzNC1jYW4taS1sZWF2ZS1vcmRlcnMtb3Blbi1vdmVyLXdlZWtlbmRzL9IBZGh0dHBzOi8vd3d3LmFjdGlvbmZvcmV4LmNvbS9hcnRpY2xlcy9mb3JleC10cmFkaW5nLzE5NTMzNC1jYW4taS1sZWF2ZS1vcmRlcnMtb3Blbi1vdmVyLXdlZWtlbmRzLz9hbXA?oc=5,Action Forex,Can I Leave Orders Open over Weekends?,5/3/2019
https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LmR3LmNvbS9lbi9ldS1maW5lcy1tYWpvci1iYW5rcy0xLWJpbGxpb24tb3Zlci1jdXJyZW5jeS1jYXJ0ZWxzL2EtNDg3NTk2NDLSAVVodHRwczovL2FtcC5kdy5jb20vZW4vZXUtZmluZXMtbWFqb3ItYmFua3MtMS1iaWxsaW9uLW92ZXItY3VycmVuY3ktY2FydGVscy9hLTQ4NzU5NjQy?oc=5,DW (English),EU fines five banks â‚¬1 billion,5/16/2019
https://news.google.com/rss/articles/CBMigQFodHRwczovL2liZ25ld3MuY29tLzIwMTkvMDUvMDEvYS1qb3VybmV5LW9mLWEtZm9yZXgtdHJhZGVyLXdoby1mYWlsZWQtbWFueS1hLXRpbWUtYmVmb3JlLWJlY29taW5nLWEtZm9yZXgtdHJhZGUtZXhwZXJ0LXNoYXVuLWxlZS_SAQA?oc=5,IBG NEWS,A Journey of a Forex Trader who failed many a time before becoming a Forex trade expert â€“ Shaun Lee.,5/1/2019
https://news.google.com/rss/articles/CBMinwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFnYXppbmVzL3BhbmFjaGUvZ2FtZS1vZi10aHJvbmVzLXRoYWkta2luZy1hbmQtb3RoZXItbW9uYXJjaHMtd2hvLWhvc3RlZC1sYXZpc2gtY29yb25hdGlvbnMvZW1wZXJvci1ha2loaXRvL3NsaWRlc2hvdy82OTIxMjI1Ny5jbXPSAQA?oc=5,Game Of Thrones: Thai King And Other Monarchs Who Hosted Lavish Coronations,Emperor Akihito,5/7/2019
